Name,Publisher,Year,Genre,Generation,Platform,Platform_type,Platform_company,Platform_Multi,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Mass Effect 3,Electronic Arts,2012,Role-Playing,7,PS3,Traditional,Sony,Multi,0.63,0.59,0.03,0.21,1.46
WWE All Stars,THQ,2011,Fighting,7,Wii,Traditional,Nintendo,Multi,0.11,0.07,0.0,0.02,0.19999999999999998
Still Life 2,Rondomedia,2009,Adventure,7,PC,PC,PC,Native,0.0,0.01,0.0,0.0,0.01
Dragon's Crown,Nippon Ichi Software,2013,Role-Playing,7,PS3,Traditional,Sony,Multi,0.25,0.07,0.17,0.05,0.54
Supreme Commander 2,Square Enix,2010,Strategy,7,X360,Traditional,Microsoft,Multi,0.23,0.1,0.0,0.03,0.36
Rugrats: Scavenger Hunt,THQ,1999,Misc,5,N64,Traditional,Nintendo,Native,0.41,0.09,0.0,0.01,0.51
The Lord of the Rings: The Two Towers,Electronic Arts,2002,Action,6,XB,Traditional,Microsoft,Multi,0.45,0.24,0.0,0.03,0.72
World Series of Poker 2008: Battle for the Bracelets,Activision,2007,Misc,6,PS2,Traditional,Sony,Multi,0.11,0.09,0.0,0.03,0.23
King's Field (Japan),From Software,1994,Role-Playing,5,PS,Traditional,Sony,Native,0.0,0.0,0.08,0.01,0.09
Lost Planet 2,Capcom,2010,Shooter,7,PC,PC,PC,Multi,0.0,0.02,0.0,0.01,0.03
Great Battle Full Blast,Namco Bandai Games,2012,Action,7,PSP,Portable,Sony,Native,0.0,0.0,0.04,0.0,0.04
Bleach: Hanatareshi Yabou,Sony Computer Entertainment,2006,Role-Playing,6,PS2,Traditional,Sony,Native,0.0,0.0,0.07,0.0,0.07
Major League Baseball 2K7,Spike,2007,Sports,6,PS2,Traditional,Sony,Multi,0.29,0.23,0.0,0.08,0.6
Crash Tag Team Racing,Vivendi Games,2005,Racing,6,XB,Traditional,Microsoft,Multi,0.09,0.03,0.0,0.0,0.12
Medal of Honor: Airborne,Electronic Arts,2007,Shooter,7,PS3,Traditional,Sony,Multi,0.25,0.7,0.03,0.25,1.23
Daytona USA,Sega,1994,Racing,5,SAT,Traditional,Sega,Native,0.0,0.0,0.55,0.0,0.55
NFL Tour,Electronic Arts,2008,Sports,7,X360,Traditional,Microsoft,Multi,0.09,0.0,0.0,0.01,0.09999999999999999
Derby Stallion P,Enterbrain,2006,Sports,7,PSP,Portable,Sony,Native,0.0,0.0,0.1,0.0,0.1
The Warriors,Take-Two Interactive,2005,Action,6,XB,Traditional,Microsoft,Multi,0.21,0.06,0.0,0.01,0.28
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Konami Digital Entertainment,2005,Misc,6,GBA,Portable,Nintendo,Native,0.3,0.11,0.0,0.01,0.42
Brothers in Arms: Hell's Highway,Ubisoft,2008,Shooter,7,PC,PC,PC,Multi,0.0,0.02,0.0,0.0,0.02
Valkyrie Profile: Covenant of the Plume,Square Enix,2008,Role-Playing,7,DS,Portable,Nintendo,Native,0.23,0.02,0.16,0.02,0.43000000000000005
Yoru no Nai Kuni,Tecmo Koei,2015,Role-Playing,7,PS3,Traditional,Sony,Multi,0.0,0.0,0.05,0.0,0.05
Hearts of Iron III,Paradox Interactive,2009,Strategy,7,PC,PC,PC,Native,0.01,0.04,0.0,0.01,0.060000000000000005
Nicktoons: Attack of the Toybots,THQ,2007,Platform,7,Wii,Traditional,Nintendo,Multi,0.4,0.0,0.0,0.03,0.43000000000000005
Drake & Josh: Talent Showdown,THQ,2007,Adventure,7,DS,Portable,Nintendo,Native,0.03,0.0,0.0,0.0,0.03
X-Men: The Official Game,Activision,2006,Action,7,DS,Portable,Nintendo,Multi,0.1,0.0,0.0,0.01,0.11
Lord of Magna: Maiden Heaven,Marvelous Entertainment,2014,Role-Playing,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.06,0.0,0.06
Crysis 2,Electronic Arts,2011,Action,7,PS3,Traditional,Sony,Multi,0.45,0.57,0.06,0.21,1.29
Shiratsuyu no Kai,Idea Factory,2013,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.02,0.0,0.02
Wakeboarding Unleashed Featuring Shaun Murray,Activision,2003,Sports,6,XB,Traditional,Microsoft,Multi,0.04,0.01,0.0,0.0,0.05
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Sega,2010,Racing,7,X360,Traditional,Microsoft,Native,0.37,0.35,0.0,0.07,0.79
Battle of Giants: Dinosaurs,Ubisoft,2008,Strategy,7,DS,Portable,Nintendo,Native,0.38,0.37,0.0,0.09,0.84
Toki no Kizuna: Sekigahara Kitan,Idea Factory,2012,Action,7,PSP,Portable,Sony,Native,0.0,0.0,0.04,0.0,0.04
Lollipop Chainsaw,Warner Bros. Interactive Entertainment,2012,Action,7,PS3,Traditional,Sony,Multi,0.26,0.21,0.11,0.09,0.6699999999999999
Zettai Onkan Otoda Master,Hudson Soft,2007,Role-Playing,7,DS,Portable,Nintendo,Native,0.0,0.0,0.07,0.0,0.07
SimCity 4: Deluxe Edition,Electronic Arts,2003,Simulation,6,PC,PC,PC,Native,0.0,0.06,0.0,0.01,0.06999999999999999
Colony Wars III: Red Sun,Psygnosis,2000,Simulation,5,PS,Traditional,Sony,Native,0.07,0.05,0.0,0.01,0.13
True Crime: Streets of LA,Activision,2003,Action,6,GC,Traditional,Nintendo,Multi,0.44,0.11,0.0,0.02,0.5700000000000001
Tales of Graces f,Namco Bandai Games,2010,Role-Playing,7,PS3,Traditional,Sony,Native,0.28,0.21,0.45,0.08,1.02
Ninja Gaiden 3,Tecmo Koei,2012,Action,7,X360,Traditional,Microsoft,Multi,0.16,0.05,0.03,0.02,0.26
Dead Rising 2,Capcom,2010,Action,7,X360,Traditional,Microsoft,Multi,0.75,0.53,0.09,0.12,1.4900000000000002
Puppies 3D,Ubisoft,2011,Misc,8,3DS,Portable,Nintendo,Native,0.08,0.04,0.0,0.01,0.13
SCORE International Baja 1000: The Official Game,Activision,2008,Racing,7,X360,Traditional,Microsoft,Multi,0.11,0.01,0.0,0.01,0.13
True Crime: New York City,Activision,2005,Action,6,PS2,Traditional,Sony,Multi,0.57,0.02,0.07,0.09,0.7499999999999999
Just Dance 2015,Ubisoft,2014,Misc,8,XOne,Traditional,Microsoft,Multi,0.35,0.13,0.0,0.05,0.53
Who Wants to be a Millionaire: 2nd Edition,Ubisoft,2008,Misc,7,Wii,Traditional,Nintendo,Multi,0.0,0.03,0.0,0.0,0.03
MX SuperFly featuring Ricky Carmichael,THQ,2002,Racing,6,GC,Traditional,Nintendo,Multi,0.07,0.02,0.0,0.0,0.09000000000000001
Jump Ultimate Stars,Nintendo,2006,Fighting,7,DS,Portable,Nintendo,Native,0.0,0.0,0.74,0.0,0.74
The Sims: Medieval,Electronic Arts,2011,Simulation,7,PC,PC,PC,Native,0.27,0.32,0.0,0.1,0.6900000000000001
LEGO Battles,Warner Bros. Interactive Entertainment,2009,Strategy,7,DS,Portable,Nintendo,Native,0.81,0.38,0.0,0.12,1.31
MLB 09: The Show,Sony Computer Entertainment,2009,Sports,7,PS3,Traditional,Sony,Multi,0.66,0.0,0.0,0.05,0.7100000000000001
A Collection of Classic Games from the Intellivision,Activision,1999,Misc,5,PS,Traditional,Sony,Native,0.17,0.12,0.0,0.02,0.31000000000000005
Barnyard,THQ,2006,Action,7,Wii,Traditional,Nintendo,Multi,0.04,0.0,0.0,0.0,0.04
Assassin's Creed: Rogue,Ubisoft,2014,Action,7,X360,Traditional,Microsoft,Multi,0.58,0.38,0.0,0.09,1.05
Shaun White Skateboarding,Ubisoft,2010,Sports,7,PS3,Traditional,Sony,Multi,0.11,0.05,0.0,0.03,0.19
DeathSmiles,Rising Star Games,2009,Shooter,7,X360,Traditional,Microsoft,Native,0.15,0.06,0.05,0.02,0.28
The Saboteur,Electronic Arts,2009,Action,7,X360,Traditional,Microsoft,Multi,0.26,0.21,0.0,0.05,0.52
MySims Agents,Electronic Arts,2009,Adventure,7,Wii,Traditional,Nintendo,Multi,0.62,0.32,0.0,0.1,1.04
Nintendo World Cup,Nintendo,1990,Sports,3,NES,Traditional,Nintendo,Native,0.28,0.5,0.65,0.05,1.4800000000000002
Metal Gear Solid: The Legacy Collection,Konami Digital Entertainment,2013,Adventure,7,PS3,Traditional,Sony,Native,0.31,0.01,0.03,0.05,0.39999999999999997
Resident Evil 5,Capcom,2009,Action,7,PS3,Traditional,Sony,Multi,1.96,1.43,1.08,0.65,5.12
Agatha Christie: And Then There Were None,The Adventure Company,2008,Adventure,7,Wii,Traditional,Nintendo,Native,0.06,0.01,0.0,0.01,0.07999999999999999
Ms. Pac-Man: Maze Madness,Namco Bandai Games,2000,Puzzle,5,N64,Traditional,Nintendo,Native,0.18,0.04,0.0,0.0,0.22
Skylanders: Trap Team,Activision,2014,Action,7,X360,Traditional,Microsoft,Multi,0.54,0.31,0.0,0.08,0.93
Madden NFL 15,Electronic Arts,2014,Sports,7,X360,Traditional,Microsoft,Multi,1.76,0.09,0.0,0.17,2.02
Odin Sphere: Leifthrasir,Nippon Ichi Software,2016,Role-Playing,8,PS4,Traditional,Sony,Multi,0.06,0.03,0.07,0.02,0.18
Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,2003,Action,6,GC,Traditional,Nintendo,Multi,0.02,0.01,0.0,0.0,0.03
Dead Island Definitive Collection,Deep Silver,2016,Action,8,PS4,Traditional,Sony,Multi,0.02,0.07,0.01,0.02,0.12000000000000001
Quantum Theory,Tecmo Koei,2010,Shooter,7,PS3,Traditional,Sony,Multi,0.05,0.09,0.02,0.03,0.19
Thunder Force VI,Sega,2008,Shooter,6,PS2,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Monster Rancher Advance 2,Tecmo Koei,2002,Simulation,6,GBA,Portable,Nintendo,Native,0.01,0.0,0.0,0.0,0.01
Disney's Hide & Sneak,Capcom,2003,Action,6,GC,Traditional,Nintendo,Native,0.03,0.01,0.0,0.0,0.04
Star Wars: Jedi Power Battles,THQ,2002,Action,6,GBA,Portable,Nintendo,Native,0.1,0.04,0.0,0.0,0.14
Gunvalkyrie,Infogrames,2002,Shooter,6,XB,Traditional,Microsoft,Native,0.13,0.04,0.0,0.01,0.18000000000000002
Cabela's Dangerous Hunts 2011,Activision,2010,Sports,7,X360,Traditional,Microsoft,Multi,0.28,0.01,0.0,0.02,0.31000000000000005
MotoGP 08,Capcom,2008,Racing,7,PS3,Traditional,Sony,Multi,0.07,0.24,0.0,0.08,0.39
Borderlands: The Handsome Collection,Take-Two Interactive,2015,Shooter,8,XOne,Traditional,Microsoft,Multi,0.24,0.13,0.0,0.04,0.41
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,Square Enix,2011,Role-Playing,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.13,0.0,0.13
Hard Rock Casino,Oxygen Interactive,2007,Misc,7,PSP,Portable,Sony,Native,0.12,0.0,0.0,0.01,0.13
G1 Jockey 4 2007,Tecmo Koei,2007,Sports,6,PS2,Traditional,Sony,Native,0.0,0.0,0.01,0.0,0.01
NCAA GameBreaker 2004,Sony Computer Entertainment,2003,Sports,6,PS2,Traditional,Sony,Native,0.11,0.09,0.0,0.03,0.23
Contact,Rising Star Games,2006,Role-Playing,7,DS,Portable,Nintendo,Native,0.07,0.0,0.03,0.01,0.11
Pokemon Gold/Pokemon Silver,Nintendo,1999,Role-Playing,4,GB,Portable,Nintendo,Native,9.0,6.18,7.2,0.71,23.09
Megamind: Ultimate Showdown,THQ,2010,Action,7,PS3,Traditional,Sony,Multi,0.07,0.06,0.0,0.02,0.15
Shin Megami Tensei: Strange Journey,Atlus,2009,Role-Playing,7,DS,Portable,Nintendo,Native,0.14,0.0,0.14,0.01,0.29000000000000004
ef - a fairy tale of the two.,Comfort,2010,Adventure,6,PS2,Traditional,Sony,Native,0.0,0.0,0.01,0.0,0.01
Frankenstein's Monster,Data Age,1982,Action,2,2600,Traditional,Atari,Native,0.3,0.02,0.0,0.0,0.32
World Stadium 5,Namco Bandai Games,2001,Sports,5,PS,Traditional,Sony,Native,0.0,0.0,0.09,0.01,0.09999999999999999
Band Hero,Activision,2009,Misc,7,Wii,Traditional,Nintendo,Multi,0.6,0.3,0.0,0.09,0.9899999999999999
Tony Hawk's American Sk8land,Activision,2005,Sports,7,DS,Portable,Nintendo,Multi,0.19,0.01,0.0,0.02,0.22
Power Gig: Rise of the SixString,Unknown,2010,Misc,7,X360,Traditional,Microsoft,Multi,0.11,0.0,0.0,0.01,0.12
Casper: Friends Around the World,TDK Core,2000,Action,5,PS,Traditional,Sony,Native,0.1,0.07,0.0,0.01,0.18000000000000002
Shaun White Skateboarding,Ubisoft,2010,Sports,7,X360,Traditional,Microsoft,Multi,0.1,0.05,0.0,0.01,0.16000000000000003
NBA Hoopz,Midway Games,2001,Sports,6,PS2,Traditional,Sony,Multi,0.09,0.07,0.0,0.02,0.18
The Technomancer,Focus Home Interactive,2016,Role-Playing,8,PS4,Traditional,Sony,Multi,0.01,0.03,0.0,0.01,0.05
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Activision,2016,Action,7,PS3,Traditional,Sony,Multi,0.01,0.03,0.0,0.01,0.05
Hot Shots Golf 3,Sony Computer Entertainment,2001,Sports,6,PS2,Traditional,Sony,Native,0.99,0.32,1.38,0.2,2.89
Singstar: Ultimate Party,Sony Computer Entertainment Europe,2014,Misc,8,PS4,Traditional,Sony,Multi,0.0,0.16,0.0,0.03,0.19
Pocket Dogs,Agatsuma Entertainment,2004,Misc,6,GBA,Portable,Nintendo,Native,0.06,0.02,0.0,0.0,0.08
Borderlands 2,Take-Two Interactive,2014,Shooter,8,PSV,Portable,Sony,Multi,0.43,0.21,0.01,0.19,0.8400000000000001
FIFA Soccer 2003 (weekly jp sales),Electronic Arts,2002,Sports,6,PS2,Traditional,Sony,Native,0.0,0.0,0.04,0.0,0.04
SoulCalibur V,Namco Bandai Games,2012,Fighting,7,X360,Traditional,Microsoft,Multi,0.39,0.14,0.02,0.04,0.5900000000000001
San-X Character Channel: All-Star Daishuugou!,MTO,2008,Action,7,DS,Portable,Nintendo,Native,0.0,0.0,0.01,0.0,0.01
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,Tecmo Koei,2009,Misc,6,PS2,Traditional,Sony,Native,0.0,0.0,0.01,0.0,0.01
Hexen,GT Interactive,1996,Shooter,5,N64,Traditional,Nintendo,Native,0.15,0.04,0.0,0.0,0.19
Looney Tunes: Duck Amuck,Warner Bros. Interactive Entertainment,2007,Action,7,DS,Portable,Nintendo,Native,0.28,0.0,0.0,0.02,0.30000000000000004
Legendary,Atari,2008,Shooter,7,X360,Traditional,Microsoft,Multi,0.08,0.15,0.0,0.03,0.26
Resident Evil,Capcom,1997,Action,5,SAT,Traditional,Sega,Multi,0.0,0.0,0.17,0.0,0.17
Riding Stables: The Whitakers present Milton and Friends,DTP Entertainment,2011,Sports,8,3DS,Portable,Nintendo,Native,0.0,0.04,0.0,0.0,0.04
Gundam Breaker,Namco Bandai Games,2013,Action,8,PSV,Portable,Sony,Multi,0.0,0.0,0.09,0.0,0.09
ESPN NHL Hockey,Sega,2003,Sports,6,XB,Traditional,Microsoft,Multi,0.08,0.02,0.0,0.0,0.1
One Piece: Pirate Warriors 3,Namco Bandai Games,2015,Action,8,PSV,Portable,Sony,Multi,0.0,0.07,0.13,0.02,0.22
Batman: Arkham Origins Blackgate,Warner Bros. Interactive Entertainment,2013,Action,8,PSV,Portable,Sony,Multi,0.2,0.2,0.0,0.13,0.53
Skylanders SWAP Force,Activision,2013,Platform,8,3DS,Portable,Nintendo,Multi,0.1,0.12,0.0,0.02,0.24
Metal Slug Advance,Ignition Entertainment,2004,Shooter,6,GBA,Portable,Nintendo,Native,0.06,0.02,0.0,0.0,0.08
Mahjong Cub3D,Sunsoft,2011,Puzzle,8,3DS,Portable,Nintendo,Native,0.07,0.0,0.02,0.0,0.09000000000000001
Bangai-O Spirits,D3Publisher,2008,Shooter,7,DS,Portable,Nintendo,Native,0.07,0.0,0.0,0.01,0.08
High School Musical: Makin' the Cut!,Disney Interactive Studios,2007,Puzzle,7,DS,Portable,Nintendo,Native,1.06,0.91,0.0,0.23,2.2
Battlefield 3,Electronic Arts,2011,Shooter,7,PS3,Traditional,Sony,Multi,2.85,2.93,0.35,1.1,7.23
The LEGO Movie Videogame,Warner Bros. Interactive Entertainment,2014,Action,8,XOne,Traditional,Microsoft,Multi,0.34,0.13,0.0,0.04,0.51
DS Bungaku Zenshuu,Nintendo,2007,Misc,7,DS,Portable,Nintendo,Native,0.0,0.0,0.26,0.0,0.26
NHL 08,Electronic Arts,2007,Action,7,PS3,Traditional,Sony,Multi,0.16,0.06,0.0,0.03,0.25
You Don't Know Jack: Mock 2,Vivendi Games,2000,Misc,5,PS,Traditional,Sony,Native,0.06,0.04,0.0,0.01,0.11
Hot Wheels: Stunt Track Challenge / World Race,"Destination Software, Inc",2006,Racing,6,GBA,Portable,Nintendo,Native,0.01,0.0,0.0,0.0,0.01
Constantine,SCi,2005,Action,6,PS2,Traditional,Sony,Multi,0.05,0.04,0.0,0.01,0.09999999999999999
Buck Fever,Destineer,2009,Sports,7,Wii,Traditional,Nintendo,Native,0.13,0.0,0.0,0.01,0.14
Scribblenauts Unmasked: A DC Comics Adventure,Warner Bros. Interactive Entertainment,2013,Puzzle,8,3DS,Portable,Nintendo,Multi,0.09,0.0,0.0,0.01,0.09999999999999999
My Body Coach,Big Ben Interactive,2009,Sports,7,Wii,Traditional,Nintendo,Native,0.0,0.04,0.0,0.01,0.05
Sakura Sakura: Haru Urara,GN Software,2010,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.01,0.0,0.01
Guilty Gear Xrd: Sign,Arc System Works,2014,Fighting,8,PS4,Traditional,Sony,Multi,0.1,0.0,0.04,0.02,0.16
Densha De Go!,Taito,1997,Simulation,5,PS,Traditional,Sony,Native,0.0,0.0,1.02,0.07,1.09
007: Quantum of Solace,Activision,2008,Action,7,DS,Portable,Nintendo,Multi,0.11,0.01,0.0,0.01,0.13
Donkey Kong Jungle Beat,Nintendo,2004,Platform,6,GC,Traditional,Nintendo,Multi,0.84,0.22,0.24,0.04,1.34
Kill.Switch,Zoo Digital Publishing,2004,Shooter,6,GBA,Portable,Nintendo,Multi,0.02,0.01,0.0,0.0,0.03
San Goku Shi DS 3,Tecmo Koei,2010,Strategy,7,DS,Portable,Nintendo,Native,0.0,0.0,0.04,0.0,0.04
The Idolmaster: Gravure For You! Vol. 4,Namco Bandai Games,2012,Misc,7,PS3,Traditional,Sony,Native,0.0,0.0,0.03,0.0,0.03
Power Pro Kun Pocket 1+2,Konami Digital Entertainment,2004,Sports,6,GBA,Portable,Nintendo,Native,0.0,0.0,0.14,0.0,0.14
Rayman 3: Hoodlum Havoc,Ubisoft,2003,Platform,6,PC,PC,PC,Multi,0.0,0.03,0.0,0.01,0.04
Darksiders II,Nordic Games,2015,Action,8,XOne,Traditional,Microsoft,Multi,0.03,0.02,0.0,0.01,0.060000000000000005
F1 2011,Codemasters,2011,Racing,8,3DS,Portable,Nintendo,Multi,0.07,0.08,0.0,0.02,0.17
Mortal Kombat: Shaolin Monks,Midway Games,2005,Action,6,PS2,Traditional,Sony,Multi,0.58,0.02,0.0,0.09,0.69
Warriors Orochi,Tecmo Koei,2008,Action,7,PSP,Portable,Sony,Multi,0.02,0.0,0.18,0.0,0.19999999999999998
Piglet's Big Game,Gotham Games,2003,Platform,6,PS2,Traditional,Sony,Multi,0.05,0.04,0.0,0.01,0.09999999999999999
Real Crimes: The Unicorn Killer,Unknown,2011,Puzzle,7,DS,Portable,Nintendo,Native,0.0,0.01,0.0,0.0,0.01
Motion Explosion!,505 Games,2011,Misc,7,X360,Traditional,Microsoft,Native,0.05,0.01,0.0,0.0,0.060000000000000005
Gakusen Toshi Asterisk Festa: Houka Kenran,Namco Bandai Games,2016,Fighting,8,PSV,Portable,Sony,Native,0.0,0.0,0.03,0.0,0.03
The Suite Life of Zack & Cody: Circle of Spies,Disney Interactive Studios,2007,Action,7,DS,Portable,Nintendo,Native,0.17,0.09,0.0,0.03,0.29000000000000004
Konjiki no Gashbell!! Makai no Bookmark,Banpresto,2004,Adventure,6,GBA,Portable,Nintendo,Native,0.0,0.0,0.25,0.01,0.26
ESPN Great Outdoor Games Bass 2002,Konami Digital Entertainment,2001,Sports,6,GBA,Portable,Nintendo,Native,0.03,0.01,0.0,0.0,0.04
Reversal Challenge,Tommo,2009,Misc,7,DS,Portable,Nintendo,Native,0.02,0.0,0.0,0.0,0.02
Godai: Elemental Force,3DO,2002,Action,6,PS2,Traditional,Sony,Native,0.04,0.03,0.0,0.01,0.08
Resident Evil Outbreak File #2,Capcom,2004,Action,6,PS2,Traditional,Sony,Native,0.19,0.15,0.17,0.05,0.56
Gran Turismo Concept 2001 Tokyo,Unknown,2001,Racing,6,PS2,Traditional,Sony,Native,0.0,1.1,0.42,0.33,1.85
Crimson Sea 2,Tecmo Koei,2004,Action,6,PS2,Traditional,Sony,Native,0.03,0.03,0.0,0.01,0.06999999999999999
ESPN International Winter Sports 2002,Konami Digital Entertainment,2002,Sports,6,PS2,Traditional,Sony,Multi,0.03,0.02,0.0,0.01,0.060000000000000005
Lode Runner 3-D,Infogrames,1998,Action,5,N64,Traditional,Nintendo,Native,0.08,0.02,0.0,0.0,0.1
Super Mario Land,Nintendo,1989,Platform,4,GB,Portable,Nintendo,Native,10.83,2.71,4.18,0.42,18.14
Galleon: Islands of Mystery,SCi,2004,Action,6,XB,Traditional,Microsoft,Native,0.02,0.01,0.0,0.0,0.03
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),Konami Digital Entertainment,2001,Misc,6,GBA,Portable,Nintendo,Native,0.0,0.0,0.4,0.01,0.41000000000000003
Princess Maker: Yumemiru Yosei,Sony Computer Entertainment,1997,Strategy,5,PS,Traditional,Sony,Native,0.0,0.0,0.18,0.01,0.19
Halo 2,Microsoft Game Studios,2004,Shooter,6,XB,Traditional,Microsoft,Multi,6.82,1.53,0.05,0.08,8.48
Kamen Rider Kabuto,Namco Bandai Games,2006,Action,6,PS2,Traditional,Sony,Native,0.0,0.0,0.06,0.0,0.06
Cabela's Outdoor Adventures (2006),Zoo Digital Publishing,2005,Sports,6,PS2,Traditional,Sony,Native,0.17,0.14,0.0,0.05,0.36000000000000004
50 Classic Games,Avanquest Software,2012,Misc,8,3DS,Portable,Nintendo,Multi,0.0,0.02,0.0,0.0,0.02
Rogue Trooper: Quartz Zone Massacre,Reef Entertainment,2009,Shooter,7,Wii,Traditional,Nintendo,Native,0.07,0.0,0.0,0.01,0.08
Classic NES Series: Excitebike,Nintendo,2004,Racing,6,GBA,Portable,Nintendo,Native,0.11,0.04,0.1,0.01,0.26
Ide Yosuke no Mahjong Kazoku,Seta Corporation,1995,Misc,5,PS,Traditional,Sony,Native,0.0,0.0,0.04,0.0,0.04
Summoner: A Goddess Reborn,THQ,2003,Role-Playing,6,GC,Traditional,Nintendo,Native,0.04,0.01,0.0,0.0,0.05
Space Channel 5 Special Edition,Agetec,2003,Misc,6,PS2,Traditional,Sony,Native,0.04,0.03,0.0,0.01,0.08
Madden NFL 13,Electronic Arts,2012,Sports,8,PSV,Portable,Sony,Multi,0.3,0.0,0.0,0.03,0.32999999999999996
Star Wars: The Force Unleashed,LucasArts,2008,Action,7,DS,Portable,Nintendo,Multi,0.51,0.29,0.0,0.09,0.89
Assassin's Creed: Unity,Ubisoft,2014,Action,8,PS4,Traditional,Sony,Multi,1.18,1.96,0.08,0.7,3.92
Spider-Man 3,Activision,2007,Platform,7,PC,PC,PC,Multi,0.02,0.0,0.0,0.0,0.02
English Training: Have Fun Improving Your Skills!,Nintendo,2006,Misc,7,DS,Portable,Nintendo,Native,0.0,0.99,2.32,0.02,3.3299999999999996
Bust-A-Bloc,Midas Interactive Entertainment,2002,Puzzle,6,PS2,Traditional,Sony,Native,0.0,0.0,0.05,0.0,0.05
Super Robot Taisen OG Infinite Battle,Namco Bandai Games,2013,Fighting,7,PS3,Traditional,Sony,Native,0.0,0.0,0.04,0.0,0.04
FIFA Soccer 11,Electronic Arts,2010,Sports,7,DS,Portable,Nintendo,Multi,0.13,0.5,0.0,0.09,0.72
Agatha Christie: Death on the Nile,Big Fish Games,2008,Adventure,7,PC,PC,PC,Native,0.0,0.01,0.0,0.0,0.01
Wing Island,Konami Digital Entertainment,2006,Simulation,7,Wii,Traditional,Nintendo,Native,0.03,0.01,0.01,0.0,0.05
The Incredible Hulk: Ultimate Destruction,Vivendi Games,2005,Action,6,GC,Traditional,Nintendo,Multi,0.11,0.03,0.0,0.0,0.14
Outlaw Volleyball,TDK Mediactive,2003,Sports,6,XB,Traditional,Microsoft,Native,0.19,0.06,0.0,0.01,0.26
A-Train,Sony Computer Entertainment,1995,Simulation,5,PS,Traditional,Sony,Native,0.02,0.01,0.04,0.01,0.08
Call of Juarez,Ubisoft,2007,Shooter,7,X360,Traditional,Microsoft,Multi,0.14,0.02,0.0,0.01,0.17
Mario Tennis: Power Tour,Nintendo,2005,Sports,6,GBA,Portable,Nintendo,Native,0.24,0.09,0.19,0.01,0.53
Mount & Blade: Warband,Paradox Interactive,2010,Role-Playing,7,PC,PC,PC,Native,0.01,0.01,0.0,0.0,0.02
Bloody Roar Extreme,Hudson Soft,2003,Fighting,6,XB,Traditional,Microsoft,Native,0.03,0.01,0.0,0.0,0.04
Harvest Moon: The Tale of Two Towns,Natsume,2010,Simulation,7,DS,Portable,Nintendo,Native,0.27,0.06,0.22,0.03,0.5800000000000001
Romance of the Three Kingdoms (3DS),Tecmo Koei,2013,Strategy,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.03,0.0,0.03
Marvel Super Hero Squad,THQ,2009,Fighting,7,DS,Portable,Nintendo,Multi,0.37,0.02,0.0,0.03,0.42000000000000004
Puppy Luv: Spa and Resort,Activision,2007,Simulation,7,DS,Portable,Nintendo,Native,0.4,0.0,0.0,0.03,0.43000000000000005
Harry Potter and the Prisoner of Azkaban,Electronic Arts,2004,Action,6,PS2,Traditional,Sony,Multi,0.5,0.39,0.0,0.13,1.02
Dragon Ball: XenoVerse,Namco Bandai Games,2015,Fighting,8,XOne,Traditional,Microsoft,Multi,0.18,0.11,0.0,0.03,0.31999999999999995
Pokemon Puzzle League,Nintendo,2000,Puzzle,5,N64,Traditional,Nintendo,Native,0.36,0.08,0.0,0.01,0.45
L'Aigle de Guerre,Nintendo,2001,Strategy,6,GBA,Portable,Nintendo,Native,0.0,0.0,0.1,0.0,0.1
Malice,Evolved Games,2004,Platform,6,PS2,Traditional,Sony,Multi,0.01,0.01,0.0,0.0,0.02
Battle Engine Aquila,Atari,2003,Shooter,6,PS2,Traditional,Sony,Multi,0.02,0.01,0.0,0.0,0.03
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,Takara Tomy,2008,Action,7,DS,Portable,Nintendo,Native,0.0,0.0,0.12,0.0,0.12
Petz Monkeyz House,Ubisoft,2008,Simulation,7,DS,Portable,Nintendo,Native,0.2,0.0,0.0,0.02,0.22
Gintama DS: Yorozuya Daisoudou,Namco Bandai Games,2006,Action,7,DS,Portable,Nintendo,Native,0.0,0.0,0.07,0.0,0.07
Jikandia: The Timeless Land,Idea Factory,2010,Role-Playing,7,PSP,Portable,Sony,Native,0.03,0.0,0.0,0.0,0.03
Mega Man Battle Network 5: Double Team DS (US sales),Nintendo,2005,Role-Playing,7,DS,Portable,Nintendo,Native,0.07,0.0,0.0,0.0,0.07
Bastard!! Utsuro Naru Kamigami no Utsuwa,Seta Corporation,1996,Role-Playing,5,PS,Traditional,Sony,Native,0.0,0.0,0.2,0.01,0.21000000000000002
